Student_ID,Student_Name,Gender,Department,Semester,Attendance_Percentage,GPA,Assignment_Score,Quiz_Score,Internal_Marks,LMS_Login_Count,Study_Hours_Per_Week,Backlog_Count,Last_Login_Date,Admission_Year,Probation_Status
S01061,Divya Iyer,Male,AI&DS,2,56.47,4.8,93,40,42,85,24,1,2025-02-18,2025,Yes
S01062,Ananya Reddy,Female,CSE,6,81.52,2.95,55,98,89,19,12,1,2025-11-13,2025,Yes
S01063,Divya Singh,Male,CIVIL,4,58.92,7.96,95,40,92,46,34,3,2025-01-29,2022,Yes
S01064,Akash Gupta,Female,EEE,6,70.42,3.81,81,66,58,117,7,4,2025-01-31,2023,Yes
S01065,Harini Singh,Male,CIVIL,7,78.34,5.87,42,86,96,134,19,6,2025-09-09,2022,Yes
S01066,Rahul Iyer,Female,CSE,3,75.08,3.4,100,73,45,9,1,6,2025-09-29,2023,Yes
S01067,Sneha Sharma,Female,CSE,4,40.01,6.15,58,86,85,150,6,0,2026-04-06,2024,Yes
S01068,Kavya Gupta,Male,CSE,2,79.59,4.3,84,99,99,95,23,1,2025-11-18,2023,Yes
S01069,Vignesh Nair,Female,CIVIL,7,85,2.64,96,59,45,19,9,4,2025-09-28,2025,Yes
S01070,Kavya Kumar,Male,AI&DS,4,58.37,5.77,75,40,62,82,18,4,2026-01-24,2025,Yes
S01071,Rohan Singh,Female,CSE,1,96.14,2.98,86,70,62,62,1,4,2025-06-19,2025,Yes
S01072,Aarav Sharma,Male,IT,8,76.23,1.94,64,69,87,93,36,1,2025-02-18,2025,Yes
S01073,Akash Sharma,Female,CSE,7,97.94,4.3,75,75,78,2,22,1,2026-03-06,2025,Yes
S01074,Aarav Singh,Male,MECH,1,82.24,3.76,97,92,90,91,35,4,2025-08-10,2024,Yes
S01075,Harini Gupta,Male,MECH,7,40.68,8.61,77,62,80,110,39,3,2026-04-01,2024,Yes
S01076,Harini Kumar,Female,ECE,1,56.04,8.97,68,82,71,146,32,2,2025-01-28,2022,Yes
S01077,Akash Singh,Male,MECH,8,83.19,5.57,88,53,48,33,15,0,2025-11-27,2023,No
S01078,Karthik Iyer,Female,MECH,7,68.32,6.7,52,66,100,79,7,0,2025-04-15,2022,No
S01079,Vignesh Gupta,Male,CIVIL,7,98.69,7.93,63,70,47,142,7,0,2025-12-20,2023,No
S01080,Vignesh Singh,Male,AI&DS,6,46.77,5.35,62,55,40,58,28,3,2025-01-31,2024,Yes
S01081,Kavya Raj,Female,CIVIL,4,87.84,2.47,63,50,54,32,27,2,2025-04-11,2022,Yes
S01082,Ananya Verma,Female,AI&DS,3,60.72,6.5,86,100,59,90,23,4,2025-06-27,2024,Yes
S01083,Divya Gupta,Male,MECH,2,77.75,6.83,62,82,43,9,12,1,2026-03-26,2022,No
S01084,Kavya Kumar,Male,EEE,2,91.48,5.66,63,63,74,17,14,2,2026-03-24,2024,No
S01085,Varun Gupta,Female,CSE,6,57.19,4.26,85,69,61,56,28,6,2025-05-10,2024,Yes
S01086,Arjun Sharma,Female,CSE,2,77.94,3.87,84,80,71,8,17,3,2025-08-22,2023,Yes
S01087,Arjun Sharma,Female,MECH,5,50.18,2.59,79,40,99,2,4,1,2026-02-22,2023,Yes
S01088,Aishwarya Iyer,Female,MECH,1,68.37,8.97,94,80,71,5,1,3,2026-05-05,2024,Yes
S01089,Arjun Singh,Male,EEE,5,94.52,4.78,81,76,68,143,39,4,2026-04-10,2022,Yes
S01090,Varun Nair,Female,MECH,6,69.45,8.46,70,49,54,78,33,1,2025-09-26,2025,No
S01091,Sneha Iyer,Female,CIVIL,5,79.1,6.71,90,41,85,11,40,0,2025-10-16,2025,No
S01092,Nivetha Iyer,Male,ECE,3,87.09,9.89,41,53,51,138,4,6,2025-02-27,2023,Yes
S01093,Vivaan Gupta,Male,IT,2,48.62,6.15,99,79,56,22,17,6,2025-01-19,2025,Yes
S01094,Pooja Reddy,Female,CSE,8,51.08,4.03,43,86,44,86,30,4,2026-04-23,2025,Yes
S01095,Divya Verma,Male,AI&DS,8,40.94,3.52,95,63,96,139,35,2,2025-11-17,2023,Yes
S01096,Karthik Gupta,Female,AI&DS,4,46.97,4.84,48,52,47,136,34,0,2026-03-05,2023,Yes
S01097,Rohan Patel,Male,ECE,3,47.06,5.21,41,84,72,50,36,2,2025-05-07,2023,Yes
S01098,Arjun Raj,Male,MECH,6,52.1,5.22,67,65,45,117,28,0,2025-09-04,2025,Yes
S01099,Pooja Reddy,Male,AI&DS,2,54.36,7.59,45,99,65,128,38,2,2025-04-09,2025,Yes
S01100,Harini Nair,Female,AI&DS,2,64.75,9.64,84,71,75,38,37,6,2026-03-16,2025,Yes
S01101,Sneha Sharma,Male,IT,3,92.65,7.52,98,62,55,7,16,1,2025-05-13,2023,No
S01102,Aarav Raj,Female,IT,1,74.7,3.79,74,100,54,25,30,3,2025-07-11,2025,Yes
S01103,Akash Nair,Male,CSE,5,53.28,1.86,98,70,89,35,6,4,2025-09-21,2025,Yes
S01104,Arjun Raj,Female,EEE,3,88.39,4.6,58,44,59,86,6,4,2025-09-04,2025,Yes
S01105,Aishwarya Patel,Male,ECE,8,82.91,8.91,49,53,64,64,8,1,2025-11-30,2022,No
S01106,Varun Nair,Female,ECE,4,52.23,9.65,85,66,80,86,1,0,2025-07-05,2023,Yes
S01107,Kavya Iyer,Male,MECH,3,85.67,6.8,52,91,81,111,28,5,2025-06-06,2024,Yes
S01108,Aishwarya Singh,Male,MECH,3,85.94,5.13,70,52,82,136,28,3,2025-12-21,2025,Yes
S01109,Karthik Reddy,Male,MECH,6,48.29,3.58,63,92,89,77,27,4,2025-09-03,2022,Yes
S01110,Nivetha Verma,Male,EEE,5,59.2,4.88,89,40,77,101,14,3,2026-05-01,2024,Yes
S01111,Nithin Singh,Male,MECH,8,44.55,7.79,50,55,82,95,35,3,2026-04-16,2022,Yes
S01112,Akash Sharma,Male,AI&DS,5,46.04,2.91,66,79,47,15,25,0,2025-11-15,2022,Yes
S01113,Pooja Raj,Male,EEE,4,71.63,6.58,80,56,58,53,8,5,2025-07-30,2024,Yes
S01114,Rahul Gupta,Male,ECE,8,87.55,3.96,90,70,82,84,8,2,2026-04-04,2022,Yes
S01115,Harini Patel,Male,EEE,6,48.29,6.88,58,86,87,48,24,3,2025-08-08,2023,Yes
S01116,Rohan Gupta,Male,ECE,7,99.92,3.13,84,51,50,149,35,6,2025-07-19,2025,Yes
S01117,Akash Sharma,Female,EEE,6,64.78,1.94,88,84,60,42,12,0,2026-04-02,2023,Yes
S01118,Sneha Gupta,Female,EEE,7,40.76,2.68,85,47,57,93,14,1,2025-03-16,2022,Yes
S01119,Kavya Nair,Male,EEE,1,64.11,8.43,71,90,79,78,31,2,2025-04-08,2024,No
S01120,Priya Verma,Male,ECE,6,61.76,2.01,43,77,87,61,39,0,2025-03-20,2024,Yes
S01121,Kavya Verma,Female,IT,7,96.06,4.21,98,42,82,45,10,1,2025-11-27,2022,Yes
S01122,Vignesh Verma,Male,EEE,7,53.25,6.92,83,74,44,63,14,4,2025-09-29,2023,Yes
S01123,Vivaan Gupta,Female,CSE,5,87.87,2.85,96,55,46,116,9,2,2026-04-22,2025,Yes
S01124,Akash Nair,Male,EEE,6,98.35,7.58,42,92,61,147,26,5,2025-02-08,2024,Yes
S01125,Kavya Singh,Male,AI&DS,6,64.28,2.75,93,46,58,56,9,0,2025-10-21,2024,Yes
S01126,Ananya Raj,Male,ECE,1,50.88,3.37,73,76,90,9,4,4,2026-04-29,2025,Yes
S01127,Harini Gupta,Female,IT,3,93.08,3.42,79,48,72,83,25,6,2025-05-13,2022,Yes
S01128,Varun Patel,Male,MECH,4,78.33,3.44,55,54,75,107,28,5,2025-10-21,2023,Yes
S01129,Rahul Nair,Female,CSE,6,44.01,1.93,67,60,79,141,31,4,2026-03-12,2022,Yes
S01130,Rohan Verma,Male,MECH,3,62.27,8.81,69,86,71,124,14,4,2025-07-20,2022,Yes
S01131,Pooja Gupta,Female,CIVIL,4,74.01,9.08,75,42,94,34,32,5,2026-04-25,2022,Yes
S01132,Karthik Reddy,Male,AI&DS,8,73.31,9.82,58,54,98,8,21,4,2026-01-18,2022,Yes
S01133,Varun Patel,Male,CIVIL,6,78.88,7.48,53,58,89,41,8,1,2026-01-22,2024,No
S01134,Vignesh Raj,Female,AI&DS,4,64.86,4.79,90,57,49,133,26,1,2025-09-23,2025,Yes
S01135,Divya Kumar,Male,ECE,2,99.83,8.28,81,98,47,78,37,2,2025-03-09,2023,No
S01136,Divya Iyer,Female,MECH,1,61.14,4.61,88,81,80,63,3,4,2026-01-22,2023,Yes
S01137,Kavya Patel,Male,CSE,6,84.92,6.75,43,91,41,35,29,3,2026-01-23,2023,Yes
S01138,Rahul Raj,Male,EEE,3,80.45,2.49,79,76,42,51,24,1,2026-04-10,2025,Yes
S01139,Sneha Singh,Female,CIVIL,5,88.36,6.85,80,50,45,39,8,0,2025-04-07,2022,No
S01140,Priya Reddy,Male,AI&DS,2,79.28,8.92,74,80,72,70,31,1,2026-02-14,2025,No
S01141,Nithin Nair,Female,CIVIL,8,96.05,7.72,85,91,47,97,16,6,2025-11-10,2022,Yes
S01142,Kavya Singh,Female,AI&DS,2,69.47,9.81,51,100,60,7,2,2,2026-02-21,2025,No
S01143,Harini Nair,Male,AI&DS,1,71.22,6.25,42,63,76,24,10,4,2025-02-04,2024,Yes
S01144,Rohan Iyer,Female,ECE,2,90.67,6.78,80,54,82,108,9,0,2025-01-10,2023,No
S01145,Aishwarya Nair,Male,EEE,4,61.77,5.22,56,52,63,97,16,6,2025-03-18,2024,Yes
S01146,Sneha Iyer,Female,CIVIL,8,86.81,9.07,63,48,50,46,27,4,2025-12-11,2023,Yes
S01147,Divya Verma,Male,MECH,5,42.87,4.92,75,81,55,105,23,1,2025-05-30,2022,Yes
S01148,Rohan Singh,Female,EEE,8,73.3,4.11,78,54,84,126,19,4,2026-02-18,2024,Yes
S01149,Kavya Iyer,Male,CIVIL,6,92.45,2.7,54,70,97,147,21,4,2025-11-18,2024,Yes
S01150,Sneha Raj,Male,CIVIL,7,63.42,3.04,72,80,40,105,36,5,2025-10-15,2024,Yes
S01151,Sneha Kumar,Male,CSE,8,80.41,4.4,97,52,91,144,28,1,2025-11-17,2024,Yes
S01152,Akash Sharma,Female,CSE,2,86.62,9.92,85,96,61,47,14,1,2026-03-11,2025,No
S01153,Ananya Raj,Female,EEE,1,70.9,8.37,41,76,49,13,17,4,2025-03-26,2024,Yes
S01154,Rohan Raj,Male,MECH,3,92.57,3.79,71,55,64,17,31,0,2026-02-05,2024,Yes
S01155,Aishwarya Patel,Female,MECH,3,96.8,5.66,66,59,40,47,32,3,2026-01-22,2025,Yes
S01156,Nivetha Nair,Male,AI&DS,5,88.91,7.22,93,89,85,60,33,1,2025-05-06,2023,No
S01157,Harini Gupta,Female,CSE,6,86.6,5.92,93,76,50,136,39,3,2025-07-18,2025,Yes
S01158,Harini Gupta,Male,ECE,5,44.93,7.64,54,55,48,83,25,3,2025-08-30,2023,Yes
S01159,Aishwarya Singh,Female,ECE,7,81.08,6.72,51,78,94,9,32,4,2025-07-16,2023,Yes
S01160,Harini Reddy,Male,CIVIL,7,45.76,3.85,64,67,75,150,33,3,2025-06-27,2022,Yes
S01161,Rohan Reddy,Male,EEE,1,62.25,7.46,92,99,61,86,15,2,2026-03-18,2022,No
S01162,Harini Iyer,Male,CSE,4,51.22,2.93,92,63,51,32,15,0,2025-06-03,2022,Yes
S01163,Divya Kumar,Male,CSE,4,80.78,1.7,82,53,96,90,37,2,2026-03-06,2022,Yes
S01164,Nithin Sharma,Male,AI&DS,4,52.21,9.2,78,80,91,150,9,0,2026-04-21,2024,Yes
S01165,Pooja Raj,Female,CIVIL,7,98.8,3.49,40,95,47,8,15,2,2026-02-18,2023,Yes
S01166,Kavya Patel,Female,EEE,1,58.65,9.78,42,91,54,69,16,2,2025-07-03,2023,Yes
S01167,Varun Kumar,Female,ECE,6,98.61,9.18,51,86,53,75,9,2,2025-10-10,2025,No
S01168,Aarav Gupta,Female,CSE,6,96.65,7.72,61,80,91,68,34,0,2025-08-24,2025,No
S01169,Priya Patel,Female,MECH,8,73.78,4.85,57,86,94,123,10,0,2025-01-18,2025,Yes
S01170,Rahul Nair,Female,CIVIL,7,91.82,3.43,96,56,46,101,32,0,2025-04-21,2025,Yes
S01171,Kavya Singh,Female,MECH,8,98.03,5.81,54,58,45,132,33,0,2025-04-20,2022,No
S01172,Vignesh Singh,Male,CIVIL,1,46.49,5.83,68,97,81,81,36,3,2025-06-13,2024,Yes
S01173,Aarav Verma,Male,ECE,1,73.91,4.13,40,97,77,1,28,6,2025-06-24,2023,Yes
S01174,Varun Kumar,Female,CSE,2,40.45,3.72,90,62,53,39,11,2,2026-03-20,2022,Yes
S01175,Nivetha Verma,Male,ECE,5,59.2,4.79,72,48,70,27,13,0,2026-04-07,2023,Yes
S01176,Harini Kumar,Female,IT,8,78.62,4.11,75,74,80,99,34,2,2025-09-29,2024,Yes
S01177,Vivaan Raj,Female,CSE,6,82.36,5.34,55,92,68,126,6,0,2025-12-15,2024,No
S01178,Rahul Nair,Male,MECH,3,54.39,1.98,90,98,42,130,29,3,2025-02-24,2025,Yes
S01179,Varun Verma,Male,ECE,7,58.62,3.23,68,56,97,14,24,0,2025-04-09,2024,Yes
S01180,Ananya Nair,Male,MECH,4,79.71,9.33,48,51,58,2,15,2,2025-07-06,2024,No
S01181,Sneha Gupta,Female,EEE,8,94.93,9.16,99,76,84,69,28,3,2026-02-17,2022,Yes
S01182,Nithin Kumar,Female,IT,4,48.97,8.11,91,73,46,23,38,5,2026-03-11,2022,Yes
S01183,Vivaan Patel,Female,CIVIL,1,55.02,3.56,42,59,51,36,25,1,2026-02-01,2025,Yes
S01184,Vignesh Sharma,Male,IT,8,68.63,9.04,97,99,40,144,23,0,2026-05-10,2022,No
S01185,Aishwarya Reddy,Male,MECH,4,41.88,4.12,46,57,46,8,37,5,2025-07-26,2022,Yes
S01186,Sneha Reddy,Female,IT,4,49.72,1.8,56,80,64,10,34,2,2025-11-14,2025,Yes
S01187,Rohan Singh,Male,CSE,2,95.63,8.98,44,80,85,108,21,3,2026-05-11,2022,Yes
S01188,Divya Nair,Male,CSE,2,96.75,4.99,65,72,94,117,24,1,2025-02-10,2025,Yes
S01189,Arjun Nair,Male,EEE,3,50.27,1.96,89,49,76,58,18,2,2025-12-01,2025,Yes
S01190,Aditya Kumar,Male,CIVIL,4,69.16,1.63,68,76,78,13,25,6,2025-02-18,2023,Yes
S01191,Pooja Iyer,Female,MECH,1,71.13,7.71,44,100,91,126,17,2,2025-07-11,2024,No
S01192,Rahul Gupta,Female,MECH,6,80.78,3.93,95,98,75,147,12,3,2025-05-12,2024,Yes
S01193,Nithin Verma,Male,EEE,8,91.23,6.44,99,52,40,34,34,1,2025-05-21,2023,No
S01194,Karthik Iyer,Female,MECH,7,79.3,8.35,87,77,66,60,1,5,2026-02-19,2025,Yes
S01195,Ananya Kumar,Female,MECH,6,82.21,9.71,48,72,43,27,9,5,2025-10-14,2023,Yes
S01196,Rohan Gupta,Male,EEE,2,50.44,3.46,80,61,68,75,39,3,2026-02-12,2025,Yes
S01197,Karthik Kumar,Female,EEE,2,76.23,7.98,97,83,66,107,22,4,2026-03-06,2022,Yes
S01198,Akash Kumar,Female,CSE,1,63.76,2.25,89,96,63,145,8,3,2025-05-24,2023,Yes
S01199,Varun Nair,Male,EEE,5,59.61,1.79,74,60,86,95,26,2,2025-03-01,2022,Yes
S01200,Aishwarya Singh,Male,MECH,2,58.51,3.79,61,91,73,29,36,1,2025-10-27,2022,Yes
S01201,Divya Reddy,Male,CSE,4,50.66,2.33,76,46,51,144,18,2,2025-12-10,2022,Yes
S01202,Varun Gupta,Female,AI&DS,3,82.4,8.2,41,83,70,89,23,0,2026-04-23,2022,No
S01203,Nithin Reddy,Male,CSE,4,62.45,8.56,53,42,89,92,16,6,2025-07-22,2022,Yes
S01204,Vignesh Patel,Female,AI&DS,5,81.61,6.72,52,48,82,132,32,5,2025-01-04,2025,Yes
S01205,Divya Gupta,Male,EEE,2,80.09,4.41,89,97,99,22,25,6,2025-11-27,2025,Yes
S01206,Vivaan Iyer,Male,ECE,5,42.98,4.96,57,93,78,47,35,5,2025-12-08,2024,Yes
S01207,Vignesh Patel,Female,ECE,2,59.82,8.57,93,95,80,50,23,5,2025-01-07,2022,Yes
S01208,Pooja Reddy,Female,IT,4,87.35,2.8,59,65,80,43,12,1,2026-02-01,2025,Yes
S01209,Karthik Nair,Male,AI&DS,7,54.97,7.31,55,88,61,123,31,2,2026-03-14,2024,Yes
S01210,Aishwarya Singh,Female,ECE,8,78.99,2.32,80,42,96,38,6,6,2026-03-02,2023,Yes
S01211,Pooja Patel,Female,ECE,2,89.9,4.53,55,92,59,34,23,6,2025-09-02,2023,Yes
S01212,Divya Patel,Male,MECH,8,86.92,5.62,62,59,53,121,33,6,2025-01-09,2024,Yes
S01213,Kavya Patel,Male,MECH,6,60.39,8.91,68,95,82,25,37,6,2025-04-20,2023,Yes
S01214,Harini Raj,Female,EEE,3,93.46,1.93,89,59,80,62,30,4,2025-11-11,2025,Yes
S01215,Vignesh Raj,Female,CIVIL,6,48.71,8.93,43,70,91,73,34,0,2025-03-28,2025,Yes
S01216,Aditya Nair,Male,MECH,3,50.32,4.7,47,43,93,141,3,2,2025-08-01,2023,Yes
S01217,Varun Reddy,Male,MECH,3,90.48,7.98,92,94,59,46,13,3,2025-05-07,2025,Yes
S01218,Nithin Sharma,Female,CIVIL,1,73.32,5.81,90,64,83,67,37,1,2025-08-16,2024,No
S01219,Vignesh Reddy,Female,ECE,8,74.92,9.95,81,47,76,63,14,5,2025-01-19,2023,Yes
S01220,Priya Patel,Female,EEE,2,68.22,3.13,77,81,60,38,7,1,2025-08-15,2025,Yes
S01221,Priya Gupta,Female,CIVIL,7,72.82,1.68,53,93,50,146,32,6,2025-08-22,2025,Yes
S01222,Divya Verma,Male,ECE,3,50.74,8.38,74,43,97,121,31,6,2025-07-22,2025,Yes
S01223,Akash Sharma,Male,ECE,2,95.45,4.2,50,81,50,65,24,4,2025-04-04,2024,Yes
S01224,Rohan Iyer,Female,CSE,8,96.84,4.91,99,97,80,37,23,5,2025-08-25,2024,Yes
S01225,Ananya Raj,Female,CSE,4,42.51,5.41,73,73,48,7,8,0,2026-05-11,2024,Yes
S01226,Ananya Gupta,Female,MECH,1,49.29,2.73,49,76,43,47,16,3,2025-03-28,2025,Yes
S01227,Rohan Singh,Male,IT,7,60.69,2.5,86,86,66,122,24,2,2025-08-22,2025,Yes
S01228,Nivetha Kumar,Female,MECH,4,54.4,6.24,92,68,91,36,30,0,2025-05-24,2024,Yes
S01229,Sneha Reddy,Female,CSE,7,70.09,2.6,86,46,78,8,4,2,2025-06-29,2022,Yes
S01230,Ananya Sharma,Female,CSE,3,42.36,8.58,88,70,41,103,36,4,2026-01-12,2023,Yes
S01231,Aarav Singh,Male,CSE,5,50.95,4.72,87,94,58,76,2,0,2025-02-23,2022,Yes
S01232,Varun Singh,Female,ECE,2,89.02,6.48,62,40,59,90,16,2,2025-03-15,2022,No
S01233,Nivetha Sharma,Female,EEE,6,51.32,5.49,64,80,58,140,36,2,2026-04-26,2025,Yes
S01234,Rohan Nair,Female,MECH,4,43.38,2.99,95,65,67,92,9,0,2025-01-09,2024,Yes
S01235,Vignesh Iyer,Female,MECH,4,96.92,2.77,100,67,58,47,6,1,2025-12-29,2022,Yes
S01236,Aditya Reddy,Female,CIVIL,8,55.52,3.97,80,52,65,17,23,6,2026-05-08,2024,Yes
S01237,Vignesh Nair,Female,CSE,5,65.66,9.68,74,55,50,54,21,1,2025-04-22,2022,No
S01238,Aarav Gupta,Female,ECE,5,83.72,2.44,42,68,75,53,2,1,2026-01-31,2025,Yes
S01239,Harini Reddy,Male,IT,7,69.09,3.8,96,66,43,56,2,3,2025-04-14,2025,Yes
S01240,Arjun Nair,Male,MECH,6,82.64,3.01,60,56,43,123,40,6,2025-06-22,2022,Yes
S01241,Nivetha Patel,Male,CIVIL,8,80.8,3.38,74,85,61,85,23,5,2025-12-15,2022,Yes
S01242,Karthik Iyer,Male,CSE,2,97.37,1.57,98,88,99,88,36,1,2025-06-15,2025,Yes
S01243,Pooja Singh,Female,AI&DS,6,51.16,2.26,49,45,91,127,25,3,2026-02-19,2023,Yes
S01244,Aishwarya Verma,Male,IT,4,87.17,7.85,51,86,85,76,40,6,2026-04-24,2025,Yes
S01245,Nithin Kumar,Female,EEE,8,64.51,5.56,51,48,41,45,15,3,2025-05-02,2022,Yes
S01246,Karthik Singh,Female,CSE,8,63.64,1.73,43,82,96,110,16,2,2025-07-22,2022,Yes
S01247,Pooja Kumar,Female,EEE,7,65.65,4.71,90,47,91,48,33,4,2025-08-28,2024,Yes
S01248,Kavya Gupta,Male,MECH,4,73.74,3.85,56,97,73,24,32,1,2026-01-29,2023,Yes
S01249,Nivetha Reddy,Male,AI&DS,3,64.11,6.69,77,48,89,56,28,4,2025-04-01,2025,Yes
S01250,Aarav Iyer,Female,EEE,8,73.33,9.33,64,46,47,146,17,3,2025-09-03,2025,Yes
S01251,Rahul Raj,Male,CIVIL,4,47.73,8.6,60,70,82,111,21,3,2025-06-02,2023,Yes
S01252,Nithin Patel,Female,CSE,4,51.21,2.05,91,89,91,58,31,1,2025-11-20,2025,Yes
S01253,Sneha Sharma,Male,AI&DS,5,60.16,4.23,70,87,49,15,18,5,2025-06-18,2022,Yes
S01254,Sneha Gupta,Male,IT,6,47.17,5.32,49,83,91,54,9,2,2025-12-27,2023,Yes
S01255,Rahul Reddy,Female,EEE,3,52.35,5.89,49,95,75,98,4,0,2026-01-03,2022,Yes
S01256,Sneha Verma,Female,AI&DS,4,41.06,6.47,87,68,92,118,20,6,2025-06-26,2023,Yes
S01257,Nithin Kumar,Female,CIVIL,5,80.62,6.22,45,41,44,50,39,3,2025-10-16,2023,Yes
S01258,Rahul Kumar,Female,AI&DS,7,87.14,2.14,91,81,90,133,5,3,2025-12-24,2024,Yes
S01259,Ananya Verma,Female,ECE,1,45.98,3.48,56,60,56,1,24,1,2025-09-08,2025,Yes
S01260,Varun Gupta,Male,MECH,3,84.22,4.77,53,60,63,86,5,0,2025-01-25,2022,Yes
S01261,Kavya Patel,Male,IT,7,52.02,2.23,75,86,98,23,38,0,2025-08-22,2024,Yes
S01262,Aditya Singh,Male,AI&DS,2,92.82,3.77,96,88,99,61,12,1,2025-07-12,2023,Yes
S01263,Aishwarya Patel,Female,CIVIL,2,79.39,7.8,60,80,79,97,15,5,2026-04-13,2022,Yes
S01264,Kavya Nair,Female,AI&DS,5,55.41,9.21,84,78,67,125,35,2,2025-04-26,2024,Yes
S01265,Varun Raj,Female,CSE,8,51.39,5.23,73,71,54,137,17,3,2025-12-13,2025,Yes
S01266,Sneha Gupta,Female,CSE,3,88.82,8.16,90,78,63,4,18,0,2025-10-13,2025,No
S01267,Vignesh Gupta,Male,ECE,1,63.25,2.06,97,45,86,119,36,4,2025-05-06,2023,Yes
S01268,Rahul Verma,Female,EEE,6,82.26,9.69,49,57,59,25,17,6,2025-12-02,2025,Yes
S01269,Vivaan Reddy,Female,ECE,6,81.25,6.28,71,72,53,143,39,1,2025-09-01,2024,No
S01270,Harini Sharma,Female,IT,6,97.96,5.74,94,73,52,21,38,3,2025-01-09,2022,Yes
S01271,Divya Patel,Male,AI&DS,3,73.71,5.32,63,44,53,113,38,0,2025-03-05,2024,No
S01272,Rohan Verma,Female,CSE,8,80.31,7.35,77,74,65,120,40,0,2026-04-10,2023,No
S01273,Kavya Nair,Female,IT,8,79.22,9.85,78,46,91,73,36,3,2025-11-10,2023,Yes
S01274,Vignesh Iyer,Female,MECH,5,92.28,8.78,77,90,48,1,16,5,2026-02-15,2023,Yes
S01275,Rahul Singh,Female,MECH,5,73.67,5.86,52,54,77,66,15,3,2025-04-23,2023,Yes
S01276,Nivetha Patel,Female,IT,4,61.82,2.79,85,100,49,8,32,6,2025-06-14,2024,Yes
S01277,Kavya Gupta,Male,ECE,7,95.18,9.66,88,59,96,87,31,4,2025-09-07,2022,Yes
S01278,Vignesh Singh,Male,ECE,6,48.41,7.38,91,75,54,137,38,4,2025-06-25,2025,Yes
S01279,Rahul Verma,Female,EEE,1,42.36,5.61,50,46,66,103,32,4,2026-02-19,2025,Yes
S01280,Akash Raj,Male,CIVIL,2,82.28,8.24,91,43,88,18,4,2,2025-07-10,2023,No
S01281,Sneha Sharma,Female,AI&DS,7,48.99,9.2,46,65,94,39,14,6,2026-03-04,2023,Yes
S01282,Kavya Verma,Male,AI&DS,7,76.67,7.5,42,74,58,121,7,1,2025-01-06,2024,No
S01283,Pooja Singh,Female,EEE,4,68.69,3.42,44,81,55,30,35,5,2025-11-04,2023,Yes
S01284,Aarav Nair,Male,EEE,3,50.37,7.22,59,41,57,93,6,2,2025-07-14,2023,Yes
S01285,Rahul Verma,Male,EEE,6,94.82,2.94,91,52,81,111,27,3,2025-07-14,2022,Yes
S01286,Nithin Patel,Female,CIVIL,7,45.73,2.62,58,68,78,84,26,1,2026-04-04,2023,Yes
S01287,Karthik Patel,Female,CSE,7,57.8,8.93,95,90,43,11,17,2,2025-06-04,2023,Yes
S01288,Varun Raj,Male,MECH,5,60.04,9.49,69,84,94,28,23,5,2026-03-10,2022,Yes
S01289,Aditya Gupta,Male,CIVIL,1,95.66,6.29,58,57,85,68,36,4,2025-06-24,2025,Yes
S01290,Harini Patel,Male,AI&DS,4,74.14,2.85,64,40,45,148,29,6,2025-02-01,2022,Yes
S01291,Kavya Gupta,Male,IT,6,44.57,3.97,69,72,72,46,2,2,2025-04-08,2022,Yes
S01292,Akash Patel,Female,EEE,1,78.52,4.01,82,92,53,95,2,1,2025-02-01,2022,Yes
S01293,Nithin Singh,Male,EEE,2,47.74,9.25,98,91,65,100,34,0,2026-04-02,2025,Yes
S01294,Rahul Reddy,Male,ECE,7,99.96,8.24,61,85,56,51,26,6,2025-01-17,2025,Yes
S01295,Sneha Reddy,Female,EEE,7,46.01,7.24,82,93,87,96,13,6,2026-05-03,2025,Yes
S01296,Sneha Verma,Male,CIVIL,3,63.83,4.68,64,64,87,116,21,5,2025-12-24,2025,Yes
S01297,Divya Gupta,Male,CIVIL,2,50.34,8.48,88,80,91,78,4,5,2026-03-17,2022,Yes
S01298,Aishwarya Nair,Female,AI&DS,5,81.52,2.95,58,56,73,148,3,5,2025-07-29,2022,Yes
S01299,Rohan Gupta,Female,IT,4,40.65,3.21,40,96,66,111,23,2,2025-06-23,2023,Yes
S01300,Varun Singh,Male,MECH,1,65.73,5.37,66,84,75,103,27,3,2025-05-13,2023,Yes
S01301,Nivetha Singh,Male,EEE,8,79.6,4.62,66,52,79,135,30,4,2025-06-26,2022,Yes
S01302,Vivaan Gupta,Male,CSE,6,49.02,6.17,81,79,60,89,12,5,2025-09-12,2024,Yes
S01303,Kavya Nair,Male,CSE,7,86.52,6.82,48,45,80,139,36,4,2025-05-07,2025,Yes
S01304,Vignesh Iyer,Male,AI&DS,7,96.78,5.54,94,72,77,144,2,3,2025-04-16,2023,Yes
S01305,Divya Patel,Male,EEE,8,85.69,7.99,100,93,65,47,29,0,2025-08-20,2025,No
S01306,Priya Gupta,Female,CIVIL,1,41.75,2.44,85,74,74,23,37,3,2025-03-21,2022,Yes
S01307,Karthik Nair,Male,CSE,2,62.29,3.62,60,78,49,16,2,1,2026-04-25,2023,Yes
S01308,Divya Patel,Male,CSE,4,79.27,8.9,42,79,59,139,7,6,2026-01-16,2024,Yes
S01309,Sneha Sharma,Male,CIVIL,5,99.26,7.59,42,85,94,109,13,1,2025-06-12,2024,No
